Date,User,Tweet
2023-03-18 11:27:59+00:00,MancInMancland,"@Wobias1337 Yeah that's a good point actually. With how heel they're going rn I wouldn't even mind Adam Cole vs Wheeler Yuta but mostly likely you're right, I think it'll be Lethal."
2023-03-18 11:26:43+00:00,JYHYCN,"@Adam_Butler @officialjmoo12 @RugbyInsideLine Ok….
Tuilagi, May, Ford, Youngs, M Vuinipola, Lawes, Underhill, B Vunipola, Slade, Marler and Cole. 
Quite a list…"
2023-03-18 11:25:09+00:00,Wobias1337,"@MancInMancland I'd love that match, but feel are going to be cheering Adam Cole against whomever he faces. You don't want the audience booing a face - especially when Stu just returned and has lots of momentum."
2023-03-18 11:23:27+00:00,MancInMancland,@Wobias1337 Part of me is holding out all hope for Adam Cole vs Stu Grayson
2023-03-18 11:06:38+00:00,MancInMancland,Who do we think Adam Cole faces on his return?
2023-03-18 10:46:53+00:00,SurgeonFRCPodS,@TheRajGiri @TheRajGiri how do you use Adam Cole?
2023-03-18 10:02:50+00:00,GioGomez720,Very interested to see who Adam Cole’s first opponent is going to be for his return match we should most likely find out this Wednesday on #AEWDynamite
2023-03-18 09:41:12+00:00,ToxicIWCTweets,@AvRKBRO Adam Cole cooked Karrion Kross in that promo
2023-03-18 09:35:52+00:00,souljahsingh,Adam Cole is returning in two weeks!!! #AEWRampage
2023-03-18 08:49:13+00:00,CMJFTRKO,"El PPV de AEW #DoubleOrNothing suele tener un combate 5 vs 5.
Veo probable el enfrentamiento entre The Elite VS BCC
Pero quién podría ser el integrante que falta a cada Facción??
Para The Elite pienso en Adam Cole.
BCC no lo tengo tan claro
Quién le gustaría que fuese?"
2023-03-18 08:00:49+00:00,thisisnovafm,"Good morning from the team, here is Saturdays schedule. 

8am Breakfast with Dale Talbot
11am Nick Gee
2pm Al Tucker
6pm  Pete Cole
8pm Adam Stanley
10pm Non Stop Music 

Ask your smart speaker to play Nova FM, or listen online at https://t.co/qEf6tUNWhM"
2023-03-18 07:41:47+00:00,EdEddnEddyyy,@AdamGoldberg28 I feel the same for that promo segment where Adam Cole murdered Karrion Kross(no offense).
2023-03-18 07:30:24+00:00,twinnwick,"@kaaalua anyone but Adam Cole, take how much time you need with him"
2023-03-18 07:19:53+00:00,JT_ORL,"@WrestlePurists I reckon he’s Adam Coles opponent March 29th. 

They haven’t announced who he’s facing yet."
2023-03-18 07:02:05+00:00,emeraldxflows,@chx_rliex Everything outside of Hobbs VS Fenix wasn’t great. Adam Cole’s promo is interesting though.
2023-03-18 06:42:27+00:00,HCc_41,Adam Cole Bay Bay
2023-03-18 06:27:04+00:00,SeanPlourde3,"@VirtuosityV2 @pavlikthaGhost @TonyKhan Again I was never arguing about punk being their biggest star. I was arguing that AEW has several homegrown stars. Not to mention the stars like Moxley, Adam Cole, Hangman, Kenny Omega. All of whom are bigger and better wrestlers than Punk in my opinion."
2023-03-18 06:13:10+00:00,AM_PensFan_96,@AllEliteJarry Damn Charlotte was NXT Champion? Was she the one to dethrone Seth or did it come later on to like Adam Cole? I totally missed that
2023-03-18 06:09:50+00:00,KCW_EFED,"Main Event

Robert Roode and Adam Cole sign the contract

Robert Roode tells Adam Cole that at WrestleMania I will win that Intercontinental Championship and that is glorious and Adam Cole tries to superkick Roode and he picks up Cole and hits a glorious ddt through the table."
2023-03-18 06:07:49+00:00,mikeponec,@xnormalxoxo Johnny Gargano or Adam Cole?
2023-03-18 06:06:10+00:00,MikeGuylee,"Ready for both!!!

Adam Cole return!!!

All Access!!!

LFGGG!!!

#AEWRampage"
2023-03-18 05:41:55+00:00,EddieBlayze,"@AngelInvestorOG @DrewEveryday @WrestlePurists Have Adam Cole lose to a comedy wrestler on national TV.
Have Bobby Fish Debut and lose many matches.
Have Kyle come in and do nothing.

And the number 1 reason, Have them all play with the Elite"
2023-03-18 05:40:58+00:00,ImTheGoldnOne,@kaaalua Adam Cole
2023-03-18 05:28:12+00:00,Shubham42017457,"AEW Rampage 03/16/23 Results- Daniel Garcia Shocks, Taya Valkyrie Wins, Adam Cole Fired Up 🔥🔥
#AEWRampage  #AEWonTNT

https://t.co/3lQ3Qi44FZ"
2023-03-18 05:04:01+00:00,RobertW77360596,@AEW @AdamColePro Aew have ruined adam cole career 😒
2023-03-18 05:01:28+00:00,_Dustyn,"When #AEW is in Edmonton this summer on July 5th, there could be some special things that happen. First, the taping for Rampage that night, will the 100th episode. Second, Adam Cole’s birthday is July 5th. Surely there’ll no shenanigans with a birthday party and birthday cake…👀"
2023-03-18 04:55:46+00:00,_thrilliam,"Bryan Danielson vs Adam Cole

Emi Sakura vs Kris Statlander

FTR vs Aussie Open"
2023-03-18 04:52:29+00:00,japulmahisback,Adam Cole's opponent on March 29th...#AewRampage https://t.co/VB3FZrGTfv
2023-03-18 04:51:52+00:00,AdamGoldberg28,@idcPunk Save Adam Cole Vs cm punk for ppv
2023-03-18 04:44:15+00:00,ballsnthezdraws,Cesaro should’ve been world champ Adam cole buried Karrion Kross cm punk was right Booker t should’ve won at mania
2023-03-18 04:41:12+00:00,wrestlinglolidc,"Thinking about Adam Cole’s return match being against Kyle O’Reilly.

#AEW"
2023-03-18 04:38:43+00:00,VHeart87,I'm not sure who his opponent will be and I'm not sure where #JayWhite will end up but what #AEW could build towards is Jay White vs #AdamCole IF AEW can get him signed. Perhaps March 29th he returns?!?
2023-03-18 04:36:49+00:00,NewDarkLegend1,Oh Here We Go Adam Cole Returns in the Ring LFG!! BAY Bay 💛 @TriforceCaboose
2023-03-18 04:33:21+00:00,ColWrestling1,"Adam Cole regresa al ring este 29 de marzo en Dynamite. BAY BAY. ¿Quién sera su rival?

#AEWRampage 
https://t.co/dvHkkiMDcp"
2023-03-18 04:31:23+00:00,billco1227,@AEW @AdamColePro I can’t wait to see Adam Cole wrestle again Bay Bay!!!!
2023-03-18 04:31:17+00:00,Marty83461594,@AdamGoldberg28 Any idea who Adam Cole will face in his Upcoming In-Ring Match for AEW Pro Wrestling on TV's Rampage after being taking months off due to Various Injuries/Concussions?
2023-03-18 04:29:05+00:00,alluringpremier,@kaaalua If you got it done Adam Cole 100% otherwise Keith Lee
2023-03-18 04:29:03+00:00,bluethunderlob,"Adam Cole wants a technician, huh 🤔"
2023-03-18 04:28:29+00:00,WrestlingNewsCo,March 29 will be a big night on Dynamite with Adam Cole’s in-ring return. #AEWRampage
2023-03-18 04:28:12+00:00,dvpeolsen,"This babyface Adam cole run is gonna be legendary, Adam cole is so good as a heel &amp; a face but I feel like this AC face run is gonna be fucking spectacular"
2023-03-18 04:27:56+00:00,wrasslinfan2009,ADAM COLE BAY BAY
2023-03-18 04:27:04+00:00,purplereign75,I am so excited  to see @AdamColePro back in the ring #AdamCole #BayBay
2023-03-18 04:26:49+00:00,GioPasquale1,"With Adam Cole still not revealing his opponent, but hyping him up as a fighter, a technician, etc....

I kind of feel like this is all being set up for Adam Cole to beat some jobber to reestablish Cole's position as a heel.

#AEW  #AEWRampage"
2023-03-18 04:26:39+00:00,peterro68023034,"@QandA As part of the voice, Woolworths and Coles are to offer free bananas to Aboriginal families with children. 
Calling it ""the Adam Goodes initiative""
As we all know, saying indigenous should have to earn their bananas is just wrong!"
2023-03-18 04:26:36+00:00,GageToThe,Adam Cole v Angelico for Cole’s return match https://t.co/j04I9TMhzf
2023-03-18 04:26:36+00:00,shayasilbers1,"Adam cole facing a fighter/technician? 
Roddy?
KOR?"
2023-03-18 04:25:59+00:00,DarkApollo55,@AEW @AdamColePro Adam Cole Bay Bay is back LETSSSS GOOOOOOOOOO
2023-03-18 04:25:56+00:00,LuchaProfessor,You know Adam Cole is pretty bad ass. I like that dude. #AEWRampage @AdamColePro I hope you doing good and can’t wait for the comeback https://t.co/N3zfrlRuPo
2023-03-18 04:25:52+00:00,peterro68023034,"@QandA @nytimes As part of the voice, Woolworths and Coles are to offer free bananas to Aboriginal families with children. 
Calling it ""the Adam Goodes initiative""
As we all know, saying indigenous should have to earn their bananas is just wrong!"
2023-03-18 04:25:51+00:00,istomatoafruit,@AEW @AdamColePro Omega vs Vikingo for Dynamite this week and Adam Cole the next week after that. AEW is cooking! 🔥
2023-03-18 04:25:50+00:00,RAGGAMISSILE,I GET TO DO AN ADAM COLE BAYBAY IN A PACKED STADIUM LETS GOOOOOOOOOOOOOO https://t.co/uCx1b8yElH
2023-03-18 04:25:39+00:00,WiscoNinja,Adam Cole returns 3/29  #AEWRampage https://t.co/qD0a0Up2QH
2023-03-18 04:25:34+00:00,BWDBlackWrestl1,When Adam Cole said someone technical is it this dude perhaps?   #AEWRampage https://t.co/PMPJc9l2qB
2023-03-18 04:25:18+00:00,GriiffinNoel,Adam Cole promo talking about his long awaited #AEW in ring return. Still no word on who he will be facing. I'm just happy to see Adam Cole BayBay back in the ring #AEWRampage
2023-03-18 04:25:16+00:00,PrinceWatercres,"We hear from Adam Cole, who says that March 29th will go down as the most important day of his entire life when he returns to in-ring competition after nine months. #AEWRampage"
2023-03-18 04:25:15+00:00,JJWilliamsWON,"Adam Cole returns 03/29.

#AEWRampage https://t.co/hdenoG09tu"
2023-03-18 04:25:11+00:00,KayyMickey,Adam Cole is looking for a technician? Thats a huge clue on who his opponent will be. #AEWRampage
2023-03-18 04:25:04+00:00,ShiningPolaris,"I feel sad every time they talk about March 29th 😭😭😭

I would have so been there in St. louis!! But … I’ll be traveling to the west coast 😭😭😭

I want to see Adam Cole return 🥺

#aew #aewdynamite #aewrampage"
2023-03-18 04:24:55+00:00,vundacast,"""I need a fighter, I need a technician"" if Adam Cole's opponent is ZSJ I'm going to pee myself #AEWRampage"
2023-03-18 04:24:52+00:00,kiwiishots,ADAM COLE BAY BAY FUCK
2023-03-18 04:24:45+00:00,JesseFrom612,Adam Cole Bay Bay! #AEWRampage
2023-03-18 04:24:44+00:00,WhereIsMyMindOC,Adam Cole counting down the days til March 29th! #AEWRampage
2023-03-18 04:24:41+00:00,KyleLVillarama,I wonder who Adam Cole will wrestle on March 29th. #AEWRampage
2023-03-18 04:24:27+00:00,DEATHTRIANGLE_,Adam Cole is back in less than 2 weeks! #AEWRampage
2023-03-18 04:24:19+00:00,AlexKane_420,I wonder who Adam Cole is gonna wrestle on the 29th? I’m so glad he’s finally gonna be back. #AEWRampage #AEWonTNT #AEW
2023-03-18 04:24:04+00:00,WRESTLEZONEcom,A video package hypes up Adam Cole's in-ring return on the March 29 episode of AEW Dynamite. #AEWRampage
2023-03-18 04:24:04+00:00,kenny_sports,They are building up Adam Cole so well #AEW #AEWRampage
2023-03-18 04:24:02+00:00,Emmur,ADAM COLE WHEN WE GO!!!! ADAM COLE BAYBAY!!!!!! WE ARE SCREAMING
2023-03-18 04:23:58+00:00,SonicMan2500,March 29th! The In-Ring Return of Adam Cole! #AEWRampage https://t.co/goHA8wf0JP
2023-03-18 04:23:58+00:00,RayBtwin91,"#AEWRampage 
#StPatricksDaySlam adam cole is back on 3/29, BAY BAY"
2023-03-18 04:23:45+00:00,ReBourneAgain,"Adam Cole......

#AEWRampage"
2023-03-18 04:05:08+00:00,peterro68023034,"@The_Bolt_Report #BoltReport 
As part of the voice, Woolworths and Coles are to offer free bananas to Aboriginal families with children. 
Calling it ""the Adam Goodes initiative""
As we all know, saying indigenous should have to earn their bananas is just wrong!"
2023-03-18 04:03:17+00:00,peterro68023034,"@The_Bolt_Report 
As part of the voice, Woolworths and Coles are to offer free bananas to Aboriginal families with children. 
Calling it ""the Adam Goodes initiative""
As we all know, saying indigenous should have to earn their bananas is just wrong!"
2023-03-18 03:52:23+00:00,themikedove,"@AEWonTV Jade Cargill v Mercedes Mone
Miro v anyone to get him back on TV
Omega v Adam Cole BayBay"
2023-03-18 03:50:14+00:00,aewkhvn,"What If, Adam Cole’s opponent is Roddy Strong 🤔 #AEWRampage"
2023-03-18 03:49:57+00:00,AllEliteBR,"Promo de Adam Cole sobre o retorno marcado para o dia 29

Cole comenta que quer alguém que teste seus limites, e que busca um lutador técnico para ser seu primeiro oponente 👀

#AEWRampage https://t.co/P2cc5QHfP5"
2023-03-18 03:49:24+00:00,DanielW31793082,@GregCherryBrand Adam cole roasted Kross hard in that promo.
2023-03-18 03:49:08+00:00,denverwlr,THEY DOIN ADAM COLE VS DANIELSON?????????
2023-03-18 03:49:06+00:00,skyvistaphoto,"@AEWonTV Jericho vs Omega
MJF vs Adam Cole
Hangman Page vs Darby"
2023-03-18 03:48:18+00:00,christoher2,"@AEWonTV Brody King vs Bryan Cage

Adam Cole vs Omega

American Dragon vs ZSJ"
2023-03-18 03:47:40+00:00,JustinOlsenCG,"@AEWonTV CM Punk versus Kenny Omega, CM Punk &amp; FTR versus Omega &amp; the Young Bucks, Darby Allin versus Adam Cole"
2023-03-18 03:42:02+00:00,ScorpionFlame09,"@AEWonTV - Jade Cargill vs Penelope Ford 
- Jon Moxley vs Adam Cole
- Kenny Omega vs Darby Allin"
2023-03-18 03:14:59+00:00,JamesGlandonJr,"⬆️

TheCHUGS (#AEW's #AdamCole) Gaming - Chugs plays #SuperMarioMaker 2 ft. Dr. #BrittBaker DMD (#2): https://t.co/wjGTxYKUce 

#AEWGames - #AllEliteArcade - #AEW Trading Card Unboxing with #EvilUno: https://t.co/o1IXNvQQFK 

⬇️"
2023-03-18 03:13:58+00:00,Neil_R_McKay,Wikipedia tried to convince us that Adam Cole is 6 foot. It's all lies.
2023-03-18 03:01:40+00:00,BBlade96973022,@DonavanTerbay @WhatsTheStatus Bro you should ask him about all the hidden victorys and entrances from 2k22. I’m stil hoping Adam Cole’s title entrance is in the game 🙏
2023-03-18 02:58:28+00:00,volkovxking,"39. Niñera para el multimillonario 
📝Cassie Cole
❣️Braxton, Mathias, Adam y Kate❣️
      ★★★☆☆ https://t.co/WVGzwurwtH"
2023-03-18 02:51:59+00:00,H2O19503852,@JustTalkWrestle I hope Adam Cole become so successful in AEW so in the future we don't ask the question what if Adam Cole stay with WWE and with Triple H become head of creative year after
2023-03-18 02:46:33+00:00,gambale_anthony,@Howlzzz You have to run up put up your arms and scream at one. I’m just gonna run up and scream “Adam Cole Bay Bay”
2023-03-18 02:43:09+00:00,JakeWrestle,"@WrestlingMark16 USOs vs Young Bucks
Roman vs Mox
Cody vs Kenny
Kevin Owens vs Adam Cole
Sami Zayn vs PAC
Hangman Page vs Solo Sikoa
Rey Fenix vs Ricochet
GUNTHER vs Bryan Danielson
Darby vs Brock
MJF vs Drew
Claudio vs Ali
House of Black vs LDF
Orange Cassidy vs Chad Gable
FTR vs Profits"
2023-03-18 02:23:44+00:00,Siddharth_M18,"@RavensTalk44 I like PMS in general, except for anything GB or AR12 related. Or Adam Cole but that's a different story lmao"
2023-03-18 02:19:14+00:00,kayla1andonly24,Hamesome Adam Cole bay bay @AdamColePro I love you. Can you follow me back please https://t.co/GOh2moN19m
2023-03-18 02:13:02+00:00,TheWrestleBot,Billy Gunn and Adam Cole were caught kissing in the middle of McDonalds.
2023-03-18 01:50:27+00:00,DrunkAlien99,Ok but Adam Cole hurrying Karrion deserves to be viral I could listen to that promo on repeat!
2023-03-18 01:41:49+00:00,ucegotthejuce,@TheEnduringIcon Remember when Adam Cole murdered Karrion Kross on the mic in NXT
2023-03-18 01:34:23+00:00,MakariaVerse,@WrestlingNewsCo He looks like Pete Dune Fucked Ripped NXT Adam Cole and this is what came out
2023-03-18 01:23:14+00:00,DADiClementi,"Coolest ever, Nathanial Adam Coles, aka, Nat “King” Cole, jazz pianist, singer, arranger. #botd March 17, 1919 https://t.co/4fk6aG4xHH"
2023-03-18 01:04:03+00:00,MJFMJFMJF316,"37. Adam Cole 

Favorite Year: 2014

Favorite Match: vs Kyle O’Reilly at Final Battle 2015 https://t.co/XElWeiLgd0"
2023-03-18 01:03:02+00:00,Erik_Hates_You,@WrestlingNewsCo And People get on my ass for saying Adam Cole was in the best shape of his life when he had free access to the best equipment the performance center had to offer and how his physique regressed when he got comfortable
2023-03-18 01:02:02+00:00,Lili_Edea,"@NJGalea I'm 5'10 which makes me similar in size to cruiserweights like Eddie Guerrero or Adam Cole (tho I'm nowhere near their skill level) so if they can fight for heavyweight titles, I think if I train hard I should be able to one day too"
2023-03-18 01:01:08+00:00,BigDawgChris216,@WrestlingNewsCo If Adam Cole went to prison..
2023-03-18 00:51:19+00:00,LeKairos1,"Lucky Independence, MO gettin this banger? Makes me wonder what we get the following week (I'll be at the show)..besides Adam Cole's return?🤔"
2023-03-18 00:30:41+00:00,KavanSimone,@mckenzieas93V2 you also forgot WALTER chopping Adam Cole
2023-03-18 00:12:32+00:00,IndraniMukhopa4,"@drewskidewsk I'm just angry at the fact that I've not yet seen the REAL dream matches, like omega vs Malakai black &amp; vs buddy Matthews oooor omega vs Adam cole Bay-Bay"
2023-03-17 23:58:35+00:00,jbenz124,"@mckenzieas93V2 “I’ll never understand how cesaro was never a world champion” 
“I need this Samoa joe in AEW” 
“Adam cole really ruined karrion’s career with one promo” 
“which team u choosing?”"
2023-03-17 23:45:46+00:00,xviibrian,@mckenzieas93V2 imma add the adam cole/ricochet spot.
2023-03-17 23:32:29+00:00,GuzmansJhercurl,@TonyKhan @_litman @luchablog Can we get Vikingo vs Adam Cole in St. Louis? Asking for a friend (OK that friend is me)
2023-03-17 23:28:23+00:00,Osotofye23,@purgeys Best Adam Cole out there buddy keep working
2023-03-17 23:26:26+00:00,KryceksAngel,@javierodoyle @WRESTLECringe Don't get me started with Michael Cole and Adam Cole
2023-03-17 23:19:16+00:00,IndraniMukhopa4,"@TranquiloClubYT @WWEREALONE we stilll haven't got Malakai vs omega,Adam cole Bay-Bay vs omega etc etc.. why taking away TV TIMES from ""SIGNED WRESTLERS"" for some Hijo bijo mijo or whatever guy??"
2023-03-17 23:18:57+00:00,IndraniMukhopa4,"@TonyKhan @TBSNetwork @KennyOmegamanX @AEW @AEWonTV @luchalibreaaa @TSN_Sports @ITV @ESPNAusNZ @AEWLive we stilll haven't got Malakai vs omega,Adam cole Bay-Bay vs omega etc etc. why taking away TV TIMES from ""SIGNED WRESTLERS"" for some Hijo bijo mijo or whatever guy??"
2023-03-17 23:17:32+00:00,ScottWe01461180,@palejawsh @WrestlePurists Because aew uses everyone right? Where is Miro btw? We was told Tony will use him right... Don't even start me on Adam cole...
2023-03-17 22:31:49+00:00,IzzyC_Elyx,"@christophaa @MidfieldJack @beavereggs75 @DiggyDigsIt @FightHaven Cody Rhodes, Bron Breakker, Adam Cole, Chad Gable, Dolph Ziggler, etc. The list goes on and on. A lot of people get interested in the WWE as a kid and think amateur wrestling is the same and try it."
2023-03-17 22:31:36+00:00,HangfanSZN,"That Cesaro hot tag really buried Karrion Kross with that Adam Cole promo, maybe if the 2008 roster wasn't so stacked, Samoa Joe wouldn't have cooked Hardy so bad 🔥🔥"
2023-03-17 22:06:04+00:00,GDupieds,"@palejawsh @WrestlePurists Oh yeah,? what Adam Cole, Kyle O’reily, Rusev, doing nowadays in AEW? Yes, That same Adam Cole baybay hot in wwe and for some was seen as the new generation Shawn Michaels..."
2023-03-17 21:06:08+00:00,bookerofdayear,"@gabu_moon eles eram literalmente melhores amigos, duvido que hoje em dia mantenham o mesmo contato kkkkkk, inclusive esses dias o mox e a renee jantaram com o adam cole e a britt baker, que são “”””””do outro time”””””””"
2023-03-17 20:58:32+00:00,seeyoungin,That milk74 nigga is Adam cole bro I am not a dummy
2023-03-17 20:55:52+00:00,JamesGlandonJr,"Now watching MinnieMorgan, Venalis &amp; ZenKatie play the #DiabloIV on #Twitch.
https://t.co/magNZd6zQW
https://t.co/EOZryxG0Sl
https://t.co/GR1Sm3KQF8

Now also watching TheCHUGS (#AEW's #AdamCole) play #SekiroShadowsDieTwice on #Twitch.
https://t.co/zUwz8LoCgF 

⬇️"
2023-03-17 20:38:38+00:00,PlayZeeGame,@garyh3k Surprise opponent for Adam Cole @ Forbidden Door 2!!!
2023-03-17 20:26:47+00:00,gholdengolvr,"Gimme a civil war with Kenny Omega, Adam Cole, The Hung Bucks and Jay White because why not"
2023-03-17 20:06:09+00:00,WorldOfMadnX,@AndyNemmity I was stuck between going to this show or the one after in STL. I settled on the STL show. But hey I get to see Adam Coles return!
2023-03-17 19:53:14+00:00,JeanfieldU20,"Tonight’s starting XI

Cole Arnold
Kian Beattie
Jo Honeyman 
Sam Currie
Callum Wilkie
Campbell Urquhart
Adam Leese (C)
Scott Middleton
Scott Logan
Evan Wolecki 
Jack Robertson

Subs - Barr, Duncan, McLaughlan, Gahan, Norwell, Coutts and Oosenbrugh"
2023-03-17 19:51:56+00:00,Blaset20,@Memphinisbardea Casi al nivel de Johnny Gargano vs Adam Cole NXT Takeover XV
2023-03-17 19:51:10+00:00,mwallace234,"Matches could be
Young Buck vs Ace and Chris
Adam Cole vs David Finely
Kenta vs Hangman

Wouldn’t have Kenny do anything against a Bullet Club member probably have him a Will run it back."
2023-03-17 19:48:47+00:00,mwallace234,"Not saying this Will or Should happen but at Forbidden Door if AEW and NJPW wanted to they could Current Bullet Club vs Past member of Bullet Club. Image if we got to see a version of Bullet Club in AEW with The Elite, Adam Cole, Hangman and Juice. Just a Thought a had.@AEW"
2023-03-17 19:44:34+00:00,Jamztwt_,"@bookwh0re A Thousand Boy Kisses by Tillie Cole 
History is all you left me by Adam Silvera"
2023-03-17 19:38:41+00:00,ronin1121,"@MisterMcNipps @tferrell5 @TheRealDisco @Konnan5150 Adam Cole is not 6ft that's bullshit. I'm 5'11"" and I was the same hight and size of him when I went to the Global Wars show  and met him and Cody"
2023-03-17 19:11:49+00:00,MetalMegaMike,"@Inside_TheRopes Orange Cassidy vs. Hiromu Takahashi
Bryan Danielson vs. Will Ospreay
Adam Cole vs. KENTA
House of Black vs. LIJ"
2023-03-17 18:38:02+00:00,brooklyn_gohard,Like karrion kross when adam cole was on the mic
2023-03-17 18:21:43+00:00,Deej33789734,"@JDfromNY206 Better dream matches for Kenny at this point:
Adam Cole
Will Osprey
Eddie Kingston
Matt Jackson
Claudio
MJF
Ricky Starks
Darby Allin
Brody King
Miro
Takeshita"
2023-03-17 18:17:24+00:00,HandwerkReviews,"Adam Cole vs. Ricochet vs. Lars Sullivan vs. EC3 vs. Killian Dain vs. Velveteen Dream, WWE NXT Takeover New Orleans (4/7/2018) https://t.co/pVJt6Qo30v"
2023-03-17 18:16:02+00:00,Fan2Catchs,"@Stephane_LIF Pareil surtout avec Oméga, Adam Cole, Young Bucks   Adam Page y'a largement de quoi faire en termes de Storyline"
2023-03-17 18:08:00+00:00,FYBDStrongStyle,"@WrestleInn I think AEW would probably be best

I mean he could jump directly into a program with the Elite or Adam Cole if need be, and he would likely have more of a place on the card there rather than WWE for instance or even Impact."
2023-03-17 17:56:21+00:00,ItzJustDJ__,"@arxthedon Johnny Gargano vs Adam Cole at Takeover: New York in 2019 for the NXT Championship, instant classic 🔥"
2023-03-17 17:36:17+00:00,facedawood44,@cassidyyyyy_13 @BB_Cole @MIDWXST_WOCK When did I ever say it’s normalized ? Like I said you’re making up false points to fill you’re agenda Adam is a pedophile. Lil pump is just as weird for knowing and not saying nothing for 6 YEARS . Argue with a wall .
2023-03-17 17:28:16+00:00,TheNamesKmac,"@KeeganRW Adam cole isn't that great anymore 

Ever sense he left wwe hes barley showed up 

I'm pretty sure injury might have something to do with it but its just I've barely seen him sense his arrival"
2023-03-17 17:24:25+00:00,facedawood44,@cassidyyyyy_13 @BB_Cole @MIDWXST_WOCK “The child”lol 16 isn’t a child . He knows right from wrong . He held it inside for 6 years knowing he was a pedophile . He just as weird as Adam . At 16 you know right from wrong stop playing stupid . He’s from the hood he knows . HE CHOSE to hang around pedos . He’s just as bad
2023-03-17 17:15:41+00:00,God91In,@palejawsh @WrestlePurists Just like Adam Cole lol
2023-03-17 17:14:28+00:00,RD_justRD,"What happened to @KORcombat?? During his finishing days of #WWENXT, he was one of the hottest prospect in NXT. Then joined #AEW &amp; became a sidekick of #AdamCole. What an epic downfall.

#WWERaw 
#SmackDown"
2023-03-17 16:36:43+00:00,Vell931017,@zeyyyWho @iambrillianttt @jaroworld1 @swayguido @MIDWXST_WOCK Drugs kill brain cells and critical thinking skills especially before the frontal lobe is fully Developed. One chat with j.cole and pump was a different kid. Adam was the worst influencer tbh
2023-03-17 16:32:15+00:00,Wattman89,"Build your perfect wrestler:

In-ring: Danielson and Adam Cole
Promo: Christian and Eddie Kingston 
Charisma: The Rock and John Morrison
Theme: Surprise"
2023-03-17 16:16:03+00:00,rxckss_,@TheLegitKatieSZ @FiendySZN Roddy def goin to join Adam cole if that happens
2023-03-17 15:23:19+00:00,BrentPSorensen,@WrestlePurists Most likely aew with juice build up and bullet club mentions lately being high!! Adam Cole barbae
2023-03-17 15:16:26+00:00,imYash07,"Who's the biggest heel AEW have got currently? Probably the best in the business with MJF and I'm assuming even a CM Punk return wouldn't change the fact as imho MJf Is destined for a long stay as champ and maybe someone like Adam Cole, a babyface could be in hunt."
2023-03-17 15:16:21+00:00,R0medawg,"Well if you were awake during mother nature's wrath, you probably caught Tony Khan's upcoming announcement of a dream match for Dynamite...which he will make tonight. Who will the announcement affect? Adam Cole? Jade Cargill? We'll get the profile of it on AEW Rampage. 3/"
2023-03-17 15:09:38+00:00,RedStarDragon28,@arxthedon Adam Cole Johnny Gargano lowkey 2/3
2023-03-17 15:08:27+00:00,FredoGonsalez,@Zeqah_ @WrestlePurists I honestly thought the same thing but I’ve always thought about the fact that Adam Cole is having his return match on the 29th. White could definitely be a great opponent to have Cole match up against but not sure if AEW would want White to debut on a Dynamite episode
2023-03-17 15:06:33+00:00,KryceksAngel,"@mbeeberthiaume @stu_dos @EvilUno I mean, can they forgive him for messing up recruiting their best friend Adam Cole?"
2023-03-17 15:06:24+00:00,vexplg,"Adam cole vs jhonny gargano 
Nxt title match
قانون النزال : تثبيتين من اصلا ٣
النزال عظيم  مطحنه بين الاثنين ماتقدر توصفها والله 
ربع ساعه هاديه بعدها بدت المطحنه بين الاثنين 
قتال بين الجمهور كراسي طاولات فجروا بعض نزال عظيم جدا 
مده النزال :55
تقييم :⭐️5
 الفائز  ادم  كول https://t.co/b2d6vcrqWL"
2023-03-17 14:53:31+00:00,CelestinAtanga,"On March 28, 1948 (Easter Sunday), ""Cole"" married the singer ""Maria Hawkins Ellington ""(she had sung with the ""Duke Ellington"" band but was not related to ""@DukeEllington""). The ""Coles"" were married in ""Harlem's Abyssinian Baptist Church"" by ""Adam Clayton Powell Jr."" https://t.co/bNQmvUtdeF"
2023-03-17 14:32:21+00:00,blackheihachi,THE RETURN OF ADAM COLE BAY BAY AND AEW PRESENTS: ALL ACCESS LFG🙌
2023-03-17 14:24:23+00:00,TheMidPodcast,Give me Roddy in AEW/ROH with a healthy KOR and Adam Cole
2023-03-17 14:19:58+00:00,wrestlerweekly,#AdamCole #UndisputedEra https://t.co/KUJbhouXgl
2023-03-17 14:18:55+00:00,wrestlerweekly,Which #AdamCole was/is your favorite?! #CZW #ROH #NXT #AEW
2023-03-17 14:15:48+00:00,RealAriesJRS,"@WhatsTheStatus is there a way to fix champion ""title motions"" to their default entrance motion like in 2k22?

when making people a champion (like adam cole) his ""Thunderous Boom"" isnt available as a champion motion. 

but in 2k22 you could use their regular intro as a champion motion as well."
2023-03-17 14:00:14+00:00,hazy_heart,@m_happyverbs @Ibushi_Hanyuism I was talking to another friend about this and it's like people are conflating this storyline with the Adam Cole one. It's not the same thing and some of the people that I see saying this are supposedly Kenny fans and I'm just like are we not watching the same thing?
2023-03-17 13:30:48+00:00,LaYomberie774,il a personne avec qui s'allier à l'AEW à part Adam Cole et ce serait nul
2023-03-17 13:27:22+00:00,briancrd,"Modern: 

In-ring: Danielson
Promo: CM Punk
Charisma: Swerve
Theme: Adam Cole

All-time:

In-ring: Kurt Angle
Promo: CM Punk
Charisma: Scott Hall
Theme: Bret Hart"
